SummitName,Latitude,Longitude,Reference,Points,OSM_Node_ID
Carn a'Ghobhair,57.00233,-5.76131,GM/WS-288,2,2712669262
Meall Sguman,57.28813,-5.28255,GM/WS-289,2,2712820719
Creag Dhubh,57.25102,-4.94378,GM/WS-290,2,1987027469
Creag Loch nan Dearcag,57.56983,-4.78829,GM/WS-291,2,2713707509
Ben Shieldaig,57.50982,-5.61837,GM/WS-292,2,2130099844
Bidein Bad na h-Iolaire,56.7905,-5.08797,GM/WS-293,2,2415158467
Ben Hiant,56.69598,-6.02347,GM/WS-294,2,649778696
Druim na Cluain-airighe,57.06714,-5.71045,GM/WS-295,2,2712289244
Meall Luidh Mor,56.88173,-4.59961,GM/WS-296,2,663061533
An Staonach,57.47101,-5.62055,GM/WS-297,2,2130099841
An Sleaghach,56.52938,-5.63614,GM/WS-298,2,2723869296
Ben Laga,56.69117,-5.84665,GM/WS-299,2,1240047463
Sron Smeur,56.70749,-4.53063,GM/WS-300,2,2792038457
Creag Bhan,56.90016,-5.64327,GM/WS-301,2,2712690376
Beinn Leamhain,56.7075,-5.33882,GM/WS-302,2,2723828376
Glas Bheinn,56.58786,-4.72625,GM/WS-303,2,1247759480
Carn a'Bhodaich,57.40538,-4.38201,GM/WS-304,2,1987027464
Meall Mor,56.58527,-4.76458,GM/WS-305,1,1158421082
Meall nan Each,56.71019,-5.87055,GM/WS-306,1,1240047369
Carn nan Iomairean,57.35938,-5.46941,GM/WS-307,1,2713708368
Beinn Chlaonleud,56.62615,-5.6726,GM/WS-308,1,2723870904
A'Bheinn Bhan,56.74486,-5.36081,GM/WS-309,1,2723848102
Beinn Donn,56.57688,-5.32089,GM/WS-310,1,2780998915
Meall an t-Slamain,56.81684,-5.16205,GM/WS-311,1,2723843743
Beinn Sgluich,56.60886,-5.31488,GM/WS-312,1,1158415915
Bidein Clann Raonaild,57.58071,-5.257,GM/WS-313,1,2714392609
Meall na h-Eilrig,57.36044,-4.43362,GM/WS-314,1,1987027471
Beinn na h-Uamha,56.6153,-5.77943,GM/WS-315,1,2723874818
Carn Fiaclach,57.30325,-4.8585,GM/WS-316,1,2712902279
Carn nam Bad,57.36762,-4.65923,GM/WS-317,1,1518775937
Beinn Conchra,57.30404,-5.50908,GM/WS-318,1,2415676817
Auchtertyre Hill,57.29951,-5.59945,GM/WS-319,1,677434312
Sgurr Bhuidhe,56.9861,-5.74997,GM/WS-320,1,2712693956
Seana Mheallan,57.53862,-5.46207,GM/WS-321,1,2130099866
Beinn a'Chaisil,56.56859,-5.61411,GM/WS-322,1,2723877878
Meall nan Con,56.73785,-6.08321,GM/WS-323,1,1240047233
Meall an Doirein,57.71734,-5.59631,GM/WS-324,1,2714049770
Beinn a'Mheadhoin,57.30247,-5.45696,GM/WS-325,1,2712796098
Beinn a'Chaoinich,57.20617,-5.54507,GM/WS-326,1,2712239998
Creag Mhor,57.32657,-5.48489,GM/WS-327,1,2713718057
Meall Lochan a'Chleirich,57.68394,-5.57102,GM/WS-328,1,2347698769
Bad a'Chreamha,57.36969,-5.56449,GM/WS-329,1,2415676789
An Sgurr,57.38845,-5.5674,GM/WS-331,1,2415676825
Meall Innis an Loichel,57.40543,-4.99085,GM/WS-332,1,2713924992
Carn Faire nan Con,57.59406,-4.68592,GM/WS-333,1,2713707268
Beinn na Seilg,56.69999,-6.15358,GM/WS-335,1,2723641699
Beinn Lora,56.48568,-5.38083,GM/WS-336,1,2781008982
An Cuaidh,57.83563,-5.76664,GM/WS-337,1,2714063954
Cruach Doir'an Raoigh,56.87946,-5.7195,GM/WS-338,1,1103444663
Druim na h-Earba,56.79408,-5.12843,GM/WS-339,1,3473929538
Beinn a'Bhaillidh,56.7994,-5.85199,GM/WS-340,1,31773664
Ardsheal Hill,56.66032,-5.27278,GM/WS-341,1,807771086
Torr Achilty,57.55913,-4.59642,GM/WS-342,1,2713711910
Beinn Bhreac,56.77738,-5.79661,GM/WS-343,1,1240047430
Sgurr na Dubh-chreige,56.97737,-5.80192,GM/WS-345,1,2712694228
Airds Hill,56.55885,-5.37631,GM/WS-346,1,2781013196
Cruachan Charna,56.66178,-5.88816,GM/WS-347,1,1240047270
Buidhe Bheinn,57.12713,-5.36645,GM/WS-348,4,1292157221
Glas Bheinn,57.24331,-5.61206,GM/WS-349,1,2712250382
Sithean Mor [Sidhean Mor],57.70364,-5.63374,GM/WS-350,1,2714049782
Na Maoilean,56.48336,-5.28974,GM/WS-351,1,2781003994
Le Moulin (Sark),49.4312,-2.3624,GU/GU-001,1,5300406041
Guernsey Airport,49.4309,-2.5977,GU/GU-002,1,1898742954
Plynlimon-Pen Pumlumon Fawr,52.46696,-3.78305,GW/MW-001,6,29442634
Great Rhos - Rhos Fawr,52.26714,-3.19984,GW/MW-002,4,29274641
Drygarn Fawr,52.21214,-3.66571,GW/MW-003,4,29272395
Pen y Garn,52.37912,-3.76651,GW/MW-004,4,1829074116
Llan Ddu Fawr - Waun Claerddu,52.31856,-3.77563,GW/MW-005,2,3965176205
Pegwn Mawr,52.42044,-3.43673,GW/MW-006,2,29723950
Banc Llechwedd-mawr,52.49269,-3.80513,GW/MW-007,2,29729454
Drosgol,52.47453,-3.82768,GW/MW-008,2,29441473
Beacon Hill - Mynydd Disglair,52.38298,-3.2114,GW/MW-009,2,29276145
Gwaunceste Hill,52.19173,-3.23288,GW/MW-010,2,3921037245
Foel Cwmcerwyn,51.94617,-4.77457,GW/MW-011,2,1486112948
Carnedd Wen,52.67625,-3.59282,GW/MW-012,2,3102364943
Corndon Hill,52.5657,-3.02529,GW/MW-013,2,29731727
Garreg Lwyd,52.34779,-3.55443,GW/MW-014,1,29337519
Bryn Amlwg,52.5632,-3.59236,GW/MW-015,1,29731476
Pen y Garn-goch,52.13955,-3.63093,GW/MW-016,1,29272145
Garreg-hir,52.56984,-3.47883,GW/MW-017,1,29731987
Bryn y Fan,52.48389,-3.57529,GW/MW-018,1,29729494
Gwastedyn Hill,52.28409,-3.48672,GW/MW-019,1,9280357245
Esgair Ddu,52.68172,-3.66818,GW/MW-020,1,29739477
Mynydd Mallaen - Crugiau Merched,52.09337,-3.86667,GW/MW-021,1,11658124512
Aberedw Hill,52.14766,-3.33946,GW/MW-022,1,29272152
Carneddau,52.18716,-3.36192,GW/MW-023,1,29272150
Rhiw Gwraidd,52.26024,-3.44303,GW/MW-024,1,29274561
The Begwns,52.09156,-3.2348,GW/MW-025,1,29271413
Long Mountain-Beacon Ring,52.64515,-3.08813,GW/MW-026,1,29739288
Moel y Golfa,52.70578,-3.05116,GW/MW-027,1,417653092
Frenni Fawr,51.98352,-4.61827,GW/MW-028,1,2175023820
Hafod Ithel,52.29069,-4.03855,GW/MW-029,1,7023797101
Stingwern Hill,52.60395,-3.28187,GW/MW-030,1,11682531967
Caeliber Isaf,52.53286,-3.16364,GW/MW-031,1,29730535
Upper Park,52.63911,-3.19879,GW/MW-032,1,3522474612
Mynydd Carningli,51.99959,-4.82402,GW/MW-033,1,294491611
Mynydd Cynros,51.97547,-4.00973,GW/MW-034,1,1284448544
Rhos Ymryson,52.12693,-4.25062,GW/MW-035,1,569717627
Pen-crug-melyn,51.93484,-4.17936,GW/MW-036,1,29233684
Brandy Hill,51.79048,-4.5919,GW/MW-037,1,293247067
Disgwylfa Fawr,52.44599,-3.85931,GW/MW-038,2,29728787
Cefn Cenarth,52.37469,-3.51585,GW/MW-039,1,11929529430
Carn Gafallt,52.26971,-3.55475,GW/MW-040,1,29273710
Snowdon - Yr Wyddfa,53.0685,-4.07623,GW/NW-001,10,8755297244
Carnedd Llewelyn,53.16017,-3.97033,GW/NW-002,10,761497974
Glyder Fawr,53.10147,-4.02916,GW/NW-003,10,29580545
Y Garn,53.11569,-4.04708,GW/NW-004,8,330435067
Elidir Fawr,53.13065,-4.07643,GW/NW-005,8,333215898
Tryfan,53.1149,-3.99749,GW/NW-006,8,29580544
Aran Fawddwy,52.78702,-3.68786,GW/NW-007,8,29750079
Y Lliwedd,53.05948,-4.05705,GW/NW-008,8,333563693
Cadair Idris - Penygadair,52.69962,-3.90878,GW/NW-009,8,4079553118
Moel Siabod,53.07318,-3.93407,GW/NW-010,8,315967041
Arenig Fawr,52.91711,-3.74594,GW/NW-011,8,2473306946
Cadair Berwyn,52.8806,-3.38099,GW/NW-012,8,3784353903
Pen Llithrig y Wrach,53.14226,-3.92075,GW/NW-013,6,340243624
Moel Hebog,53.00069,-4.1396,GW/NW-014,6,3465653980
Glasgwm,52.76015,-3.72528,GW/NW-015,6,29748306
Moelwyn Mawr,52.98425,-4.00014,GW/NW-016,6,1403197099
Y Llethr,52.81285,-3.98763,GW/NW-017,6,29759802
Moel Llyfnant,52.90085,-3.77318,GW/NW-018,6,29762083
Yr Aran,53.04277,-4.08318,GW/NW-019,6,290246980
Craig Cwm Silyn,53.0293,-4.20007,GW/NW-020,6,333195205
Rhobell Fawr,52.81484,-3.80155,GW/NW-021,6,29759809
Moel Eilio,53.09705,-4.15839,GW/NW-022,6,272488766
Rhinog Fawr,52.84181,-3.99544,GW/NW-023,6,29761763
Trum y Ddysgl,53.04221,-4.17197,GW/NW-024,6,205377034
Allt-fawr,53.00819,-3.96623,GW/NW-025,4,3300193289
Mynydd Mawr,53.06946,-4.18098,GW/NW-026,4,335172792
Arenig Fach,52.95869,-3.75771,GW/NW-027,4,371778081
Creigiau Gleision,53.1358,-3.90136,GW/NW-028,4,340243634
Maesglase,52.72,-3.75249,GW/NW-029,4,29747303
Moel Cynghorion,53.08598,-4.1126,GW/NW-030,4,333563000
Esgeiriau Gwynion,52.79866,-3.64889,GW/NW-031,4,3327839844
Carnedd y Filiast,52.98678,-3.68302,GW/NW-032,4,29778776
Tarren y Gesail,52.6354,-3.90713,GW/NW-033,4,691770168
Foel Cedig,52.84282,-3.51331,GW/NW-034,4,3370629561
Manod Mawr,52.9841,-3.90156,GW/NW-035,4,11077172689
Tarrenhendre,52.61913,-3.94712,GW/NW-036,4,29738957
Y Garn,52.78918,-3.92517,GW/NW-037,4,29749333
Moel Ysgyfarnogod,52.89199,-3.99559,GW/NW-038,4,29761888
Foel Goch,52.96776,-3.55923,GW/NW-039,4,29778902
Tal y Fan,53.23563,-3.90524,GW/NW-040,4,8746816844
Moelfre,52.80132,-4.03924,GW/NW-041,2,29759797
Moel y Gamelin,53.00961,-3.22904,GW/NW-042,2,1860791433
Cyrn-y-Brain,53.03135,-3.18216,GW/NW-043,2,1089144202
Moel Famau,53.15456,-3.25578,GW/NW-044,2,279947153
Moel-ddu,52.97637,-4.11685,GW/NW-045,2,29209379
Rhialgwm,52.77984,-3.40255,GW/NW-046,2,29750177
Mwdwl-eithin,53.07274,-3.61779,GW/NW-047,2,3390340682
Mynydd Nodol,52.93945,-3.69017,GW/NW-048,2,29763536
Gyrn Moelfre,52.85577,-3.21266,GW/NW-049,2,29760638
Gyrn Ddu,52.99448,-4.3837,GW/NW-050,2,1528106163
Foel Fenlli,53.13131,-3.24971,GW/NW-051,2,380771902
Craig Goch - Mynydd Cwmcelli,52.67408,-3.76945,GW/NW-052,1,29739633
Moel Gyw,53.10864,-3.23907,GW/NW-053,1,286510563
Penycloddiau,53.2009,-3.30815,GW/NW-054,1,2818166722
Foel Offrwm,52.77198,-3.85457,GW/NW-055,1,3299590273
Moel y Dyniewyd,53.00892,-4.0692,GW/NW-056,1,2807631670
Foel Cae'rberllan,52.65541,-3.95839,GW/NW-057,1,29739682
Carn Fadryn,52.88649,-4.55985,GW/NW-058,1,1527138452
Allt y Main,52.72745,-3.24216,GW/NW-059,1,3470496631
Mynydd-y-briw,52.82582,-3.22729,GW/NW-060,1,3470475648
Y Golfa,52.65535,-3.20997,GW/NW-061,1,3495186857
Hope Mountain,53.10455,-3.05485,GW/NW-062,1,3439353526
Ffridd Cocyn,52.61892,-4.03317,GW/NW-063,1,3469999601
Mynydd Rhiw,52.83283,-4.63121,GW/NW-064,1,1831391929
Gamallt,52.64214,-3.97373,GW/NW-065,1,3470001142
Garn Boduan,52.92496,-4.5124,GW/NW-066,1,1527138435
Moel-y-Gest,52.92778,-4.15968,GW/NW-067,1,3289824066
Carneddol,52.86847,-4.52536,GW/NW-068,1,3528163498
Holyhead Mountain - Mynydd Twr,53.31341,-4.67557,GW/NW-069,1,3294985506
Great Orme - Y Gogarth,53.33254,-3.85228,GW/NW-070,1,331573435
Mynydd Bodafon - Yr Arwydd,53.34356,-4.29602,GW/NW-071,1,567353446
Mynydd Enlli,52.76231,-4.78311,GW/NW-072,1,281694932
Mynydd Rhyd Ddu,53.01861,-3.41086,GW/NW-073,1,334520882
Moel Fynydd - Craig y Castell,52.72773,-3.92978,GW/NW-074,1,10309405840
Yr Eifl,52.97505,-4.43659,GW/NW-075,2,319001802
Mynydd y Cwm - Coed Cwm,53.27945,-3.3917,GW/NW-076,1,2780646452
Mynydd Anelog,52.81077,-4.74344,GW/NW-077,1,1526968488
Rhinog Fach,52.82417,-3.98295,GW/NW-078,6,324163642
Pen y Fan,51.88403,-3.43676,GW/SW-001,8,16346725
Waun Fach,51.96279,-3.14319,GW/SW-002,8,299513005
Fan Brycheiniog - Twr y Fan Foel,51.88467,-3.70956,GW/SW-003,8,1537151387
Waun Rydd,51.87646,-3.36383,GW/SW-004,6,3526084431
Fan Fawr,51.86332,-3.49741,GW/SW-005,6,1537344492
Fan Gyhirych,51.8594,-3.62699,GW/SW-006,6,1537168633
Fan Nedd,51.85366,-3.57919,GW/SW-007,4,1537168632
Cefn yr Ystrad,51.81474,-3.32594,GW/SW-008,4,2006182745
Mynydd Troed,51.9553,-3.21554,GW/SW-009,4,3278659568
Craig y Llyn,51.71642,-3.58377,GW/SW-010,4,3428629785
Sugar Loaf - Y Fal,51.86271,-3.05787,GW/SW-011,2,244018898
Coety Mountain - Mynydd Coety,51.76531,-3.11489,GW/SW-012,2,3342973429
Tor y Foel,51.86697,-3.28738,GW/SW-013,2,1545868470
Mynydd Carn-y-cefn,51.76923,-3.17933,GW/SW-014,2,3613074522
Mynydd Llangorse,51.93244,-3.22409,GW/SW-015,2,3295141240
Ysgyryd Fawr,51.85907,-2.97261,GW/SW-016,1,291437459
Hirfynydd,51.75456,-3.68002,GW/SW-017,1,272793243
Mynydd Epynt,52.10641,-3.51813,GW/SW-018,1,9351276985
Mynydd Maen - Mynydd Twyn-glas,51.67448,-3.07158,GW/SW-019,1,2858982019
Graig Syfyrddin - Edmund's Tump,51.88496,-2.86747,GW/SW-020,1,255693811
Mynydd Marchywel,51.71907,-3.7846,GW/SW-021,1,272330546
Trichrug,51.88964,-3.89205,GW/SW-022,1,1818237126
Allt yr Esgair,51.91086,-3.27181,GW/SW-023,1,10094923541
Mynydd y Lan,51.6243,-3.14402,GW/SW-024,1,2858991233
Cefn Eglwysilan,51.60612,-3.30521,GW/SW-025,1,496921758
Bryn Arw,51.88046,-3.01609,GW/SW-026,1,3922085061
Mynydd y Glyn,51.59727,-3.39907,GW/SW-027,1,129955043
Mynydd y Betws,51.76805,-3.93651,GW/SW-028,1,3428712670
Foel Fynyddau,51.62802,-3.75986,GW/SW-029,1,272803050
Mynydd Machen,51.60358,-3.12216,GW/SW-030,1,471303397
Mynydd Uchaf,51.77667,-3.86305,GW/SW-031,1,1284440214
Mynydd Allt-y-grug,51.75798,-3.80773,GW/SW-032,1,1284433398
Wentwood,51.64448,-2.85218,GW/SW-033,1,3428722345
Garth Hill - Mynydd y Garth,51.54325,-3.29433,GW/SW-034,1,341288639
Myarth,51.87991,-3.20578,GW/SW-035,1,8792845364
Mynydd Sylen,51.75105,-4.15221,GW/SW-036,1,3001358179
Craig yr Allt,51.55774,-3.25158,GW/SW-037,1,2869029513
Mynydd Drumau,51.68583,-3.84576,GW/SW-038,1,3598802971
Mynydd Llangyndeyrn,51.79742,-4.20224,GW/SW-039,1,3001358179
Mynydd Dinas,51.60894,-3.79004,GW/SW-040,1,272806618
Black Mountain,52.01188,-3.08659,GW/SW-041,6,7821106543
